,orighiredate_key,age,length_of_service,gender_full,STATUS_YEAR,STATUS,BUSINESS_UNIT,is_corporate,is_service,city_emp_pop
34641,5681.0,37,10,1,2015,1,0,0,1,1392
34651,5682.0,37,10,1,2015,1,0,0,1,305
34661,5683.0,37,10,0,2015,1,0,0,1,1392
34679,5686.0,37,10,1,2015,1,0,0,1,1392
34689,5686.0,37,10,0,2015,1,0,0,1,1392
34699,5686.0,37,10,1,2015,1,0,0,1,305
34709,5687.0,37,10,1,2015,1,0,0,1,1392
34719,5689.0,37,10,1,2015,1,0,0,1,1392
34729,5689.0,37,10,1,2015,1,0,0,1,267
34747,5693.0,37,10,1,2015,1,0,0,1,1392
34757,5694.0,37,10,0,2015,1,0,0,1,1392
34775,5702.0,37,10,1,2015,1,0,0,1,1392
34785,5702.0,37,10,0,2015,1,0,0,1,219
34795,5702.0,37,10,0,2015,1,0,0,1,197
34805,5707.0,37,10,1,2015,1,0,0,1,1392
34815,5707.0,37,10,1,2015,1,0,0,1,1392
34825,5708.0,37,10,1,2015,1,0,0,1,176
34835,5710.0,37,10,1,2015,1,0,0,1,197
34845,5710.0,37,10,0,2015,1,0,0,1,267
34855,5710.0,37,10,0,2015,1,0,0,1,84
34865,5712.0,37,10,1,2015,1,0,0,1,39
34875,5712.0,37,10,0,2015,1,0,0,1,305
34885,5713.0,37,10,0,2015,1,0,0,1,160
34895,5715.0,37,10,0,2015,1,0,0,1,1392
34905,5717.0,37,10,1,2015,1,0,0,1,1392
34915,5718.0,37,10,0,2015,1,0,0,1,624
34925,5718.0,37,10,0,2015,1,0,0,1,403
34935,5722.0,37,10,1,2015,1,0,0,1,160
34945,5723.0,37,10,1,2015,1,0,0,1,1392
34955,5727.0,37,10,1,2015,1,0,0,1,305
34965,5728.0,37,10,0,2015,1,0,0,1,72
34975,5728.0,37,10,0,2015,1,0,0,1,481
34985,5729.0,37,10,0,2015,1,0,0,1,219
34995,5730.0,37,10,1,2015,1,0,0,1,403
35005,5731.0,37,10,1,2015,1,0,0,1,481
35015,5732.0,37,10,1,2015,1,0,0,1,197
35025,5732.0,37,10,0,2015,1,0,0,1,481
35035,5738.0,37,10,0,2015,1,0,0,1,197
35045,5738.0,37,10,0,2015,1,0,0,1,1392
35055,5740.0,37,10,0,2015,1,0,0,1,109
35065,5740.0,37,10,1,2015,1,0,0,1,305
35075,5741.0,37,10,0,2015,1,0,0,1,624
35085,5742.0,37,10,0,2015,1,0,0,1,1392
35102,5744.0,37,10,0,2015,1,0,0,1,1392
35112,5744.0,37,10,0,2015,1,0,0,1,403
35122,5745.0,37,10,0,2015,1,0,0,1,624
35132,5747.0,37,10,0,2015,1,0,0,1,197
35142,5750.0,37,10,1,2015,1,0,0,1,1392
35152,5758.0,37,10,0,2015,1,0,0,1,1392
35170,5762.0,37,10,1,2015,1,0,0,1,1392
35180,5762.0,37,10,0,2015,1,0,0,1,403
35190,5764.0,37,10,1,2015,1,0,0,1,121
35200,5765.0,37,10,1,2015,1,0,0,1,258
35210,5766.0,37,10,1,2015,1,0,0,1,109
35220,5767.0,37,10,1,2015,1,0,0,1,101
35234,5769.0,37,10,0,2015,1,0,0,1,1392
35244,5770.0,37,10,1,2015,1,0,0,1,176
35254,5770.0,37,10,0,2015,1,0,0,1,264
35272,5775.0,37,10,0,2015,1,0,0,1,118
35282,5777.0,37,10,0,2015,1,0,0,1,176
35292,5779.0,37,10,1,2015,1,0,0,1,1392
35302,5780.0,37,10,0,2015,1,0,0,1,72
35312,5785.0,37,10,0,2015,1,0,0,1,197
35322,5786.0,36,10,1,2015,1,0,0,1,258
35332,5786.0,36,10,1,2015,1,0,0,1,1392
35342,5787.0,36,10,1,2015,1,0,0,1,1392
35352,5787.0,36,10,1,2015,1,0,0,1,118
35362,5788.0,36,10,1,2015,1,0,0,1,101
35372,5788.0,36,10,1,2015,1,0,0,1,1392
35382,5789.0,36,10,0,2015,1,0,0,1,624
35392,5789.0,36,10,0,2015,1,0,0,1,1392
35402,5790.0,36,10,1,2015,1,0,0,1,258
35412,5790.0,36,10,1,2015,1,0,0,1,305
35431,5793.0,36,10,1,2015,1,0,0,1,1392
35441,5795.0,36,10,0,2015,1,0,0,1,1392
35451,5795.0,36,10,1,2015,1,0,0,1,176
35461,5796.0,36,10,1,2015,1,0,0,1,1392
35471,5797.0,36,10,1,2015,1,0,0,1,94
35481,5797.0,36,10,0,2015,1,0,0,1,118
35491,5797.0,36,10,0,2015,1,0,0,1,67
35501,5803.0,36,10,1,2015,1,0,0,1,403
35511,5805.0,36,10,1,2015,1,0,0,1,1392
35521,5806.0,36,10,1,2015,1,0,0,1,101
35531,5806.0,36,10,0,2015,1,0,0,1,1392
35541,5808.0,36,10,0,2015,1,0,0,1,305
35551,5808.0,36,10,0,2015,1,0,0,1,481
35561,5809.0,36,10,1,2015,1,0,0,1,94
35571,5809.0,36,10,1,2015,1,0,0,1,267
35581,5810.0,36,10,1,2015,1,0,0,1,176
35591,5810.0,36,10,0,2015,1,0,0,1,258
35601,5813.0,36,10,0,2015,1,0,0,1,90
35611,5814.0,36,10,1,2015,1,0,0,1,264
35621,5815.0,36,10,1,2015,1,0,0,1,219
35640,5818.0,36,10,1,2015,1,0,0,1,403
35650,5819.0,36,10,1,2015,1,0,0,1,481
35660,5820.0,36,10,1,2015,1,0,0,1,1392
35670,5821.0,36,10,1,2015,1,0,0,1,481
35680,5821.0,36,10,0,2015,1,0,0,1,267
35690,5823.0,36,10,1,2015,1,0,0,1,1392
35700,5824.0,36,10,0,2015,1,0,0,1,1392
35710,5828.0,36,10,1,2015,1,0,0,1,65
35720,5832.0,36,10,0,2015,1,0,0,1,403
35730,5832.0,36,10,1,2015,1,0,0,1,305
35740,5835.0,36,10,0,2015,1,0,0,1,305
35750,5836.0,36,10,0,2015,1,0,0,1,1392
35760,5836.0,36,10,1,2015,1,0,0,1,81
35770,5837.0,36,10,0,2015,1,0,0,1,267
35780,5837.0,36,10,1,2015,1,0,0,1,258
35790,5840.0,36,10,1,2015,1,0,0,1,403
35800,5841.0,36,10,1,2015,1,0,0,1,1392
35810,5842.0,36,10,1,2015,1,0,0,1,1392
35820,5844.0,36,10,1,2015,1,0,0,1,81
35830,5844.0,36,10,0,2015,1,0,0,1,267
35840,5844.0,36,10,1,2015,1,0,0,1,624
35850,5845.0,36,10,0,2015,1,0,0,1,481
35860,5850.0,36,10,1,2015,1,0,0,1,147
35870,5851.0,36,10,0,2015,1,0,0,1,624
35880,5854.0,36,10,1,2015,1,0,0,1,624
35890,5854.0,36,10,1,2015,1,0,0,1,81
35900,5855.0,36,10,1,2015,1,0,0,1,403
35910,5856.0,36,10,0,2015,1,0,0,1,1392
35920,5859.0,36,10,0,2015,1,0,0,1,1392
35930,5859.0,36,10,0,2015,1,0,0,1,147
35940,5859.0,36,10,1,2015,1,0,0,1,160
35950,5863.0,36,10,0,2015,1,0,0,1,1392
35960,5865.0,36,10,1,2015,1,0,0,1,264
35970,5869.0,36,10,0,2015,1,0,0,1,264
35980,5869.0,36,10,0,2015,1,0,0,1,1392
35990,5871.0,36,10,0,2015,1,0,0,1,264
36000,5871.0,36,10,0,2015,1,0,0,1,267
36018,5873.0,36,10,0,2015,1,0,0,1,267
36035,5876.0,36,10,1,2015,1,0,0,1,1392
36045,5876.0,36,10,0,2015,1,0,0,1,1392
36055,5879.0,36,10,1,2015,1,0,0,1,1392
36065,5882.0,36,10,0,2015,1,0,0,1,121
36075,5882.0,36,10,0,2015,1,0,0,1,264
36085,5884.0,36,10,1,2015,1,0,0,1,1392
36095,5885.0,36,10,0,2015,1,0,0,1,84
36105,5886.0,36,10,1,2015,1,0,0,1,305
36115,5888.0,36,10,1,2015,1,0,0,1,18
36125,5890.0,36,10,0,2015,1,0,0,1,1392
36135,5891.0,36,10,0,2015,1,0,0,1,90
36145,5892.0,36,10,0,2015,1,0,0,1,624
36155,5893.0,36,10,0,2015,1,0,0,1,305
36165,5893.0,36,10,0,2015,1,0,0,1,481
36175,5893.0,36,10,0,2015,1,0,0,1,481
36185,5893.0,36,10,0,2015,1,0,0,1,219
36195,5893.0,36,10,0,2015,1,0,0,1,147
36205,5894.0,36,10,0,2015,1,0,0,1,403
36215,5894.0,36,10,0,2015,1,0,0,1,267
36225,5895.0,36,10,0,2015,1,0,0,1,481
36235,5900.0,36,10,1,2015,1,0,0,1,258
36245,5900.0,36,10,0,2015,1,0,0,1,624
36255,5906.0,36,10,1,2015,1,0,0,1,403
36265,5906.0,36,10,0,2015,1,0,0,1,403
36275,5907.0,36,10,0,2015,1,0,0,1,90
36285,5908.0,36,10,1,2015,1,0,0,1,121
36295,5909.0,36,10,0,2015,1,0,0,1,176
36313,5912.0,36,10,0,2015,1,0,0,1,1392
36323,5912.0,36,10,1,2015,1,0,0,1,101
36333,5915.0,36,10,1,2015,1,0,0,1,176
36343,5915.0,36,10,1,2015,1,0,0,1,81
36353,5916.0,36,10,1,2015,1,0,0,1,624
36363,5920.0,36,10,0,2015,1,0,0,1,94
36373,5925.0,36,10,1,2015,1,0,0,1,481
36383,5925.0,36,10,1,2015,1,0,0,1,624
36393,5926.0,36,10,0,2015,1,0,0,1,1392
36403,5926.0,36,10,0,2015,1,0,0,1,624
36413,5929.0,36,10,1,2015,1,0,0,1,264
36431,5930.0,36,10,1,2015,1,0,0,1,1392
36441,5935.0,36,10,0,2015,1,0,0,1,1392
36451,5937.0,36,10,1,2015,1,0,0,1,1392
36466,5939.0,36,10,1,2015,1,0,0,1,1392
36476,5940.0,36,10,0,2015,1,0,0,1,403
36486,5942.0,36,10,0,2015,1,0,0,1,1392
36496,5942.0,36,10,0,2015,1,0,0,1,1392
36506,5943.0,36,10,1,2015,1,0,0,1,1392
36516,5944.0,36,10,0,2015,1,0,0,1,39
36526,5944.0,36,10,0,2015,1,0,0,1,84
36536,5948.0,36,10,0,2015,1,0,0,1,84
36546,5950.0,36,10,1,2015,1,0,0,1,264
36556,5950.0,36,10,1,2015,1,0,0,1,219
36566,5951.0,36,10,0,2015,1,0,0,1,219
36576,5953.0,36,10,1,2015,1,0,0,1,258
36586,5954.0,36,10,1,2015,1,0,0,1,481
36596,5957.0,36,10,0,2015,1,0,0,1,176
36606,5957.0,36,10,1,2015,1,0,0,1,67
36616,5960.0,36,10,1,2015,1,0,0,1,481
36626,5962.0,36,10,0,2015,1,0,0,1,403
36636,5964.0,36,10,1,2015,1,0,0,1,1392
36646,5964.0,36,10,1,2015,1,0,0,1,624
36662,5968.0,36,10,0,2015,1,0,0,1,197
36672,5968.0,36,10,1,2015,1,0,0,1,258
36682,5969.0,36,10,1,2015,1,0,0,1,1392
36692,5975.0,36,9,1,2015,1,0,0,1,1392
36702,5976.0,36,9,0,2015,1,0,0,1,160
36712,5979.0,35,9,1,2015,1,0,0,1,624
36722,5979.0,35,9,1,2015,1,0,0,1,94
36732,5983.0,35,9,1,2015,1,0,0,1,160
36742,5985.0,35,9,1,2015,1,0,0,1,219
36752,5986.0,35,9,0,2015,1,0,0,1,481
36762,5987.0,35,9,1,2015,1,0,0,1,624
36772,5988.0,35,9,1,2015,1,0,0,1,176
36782,5989.0,35,9,1,2015,1,0,0,1,109
36792,5992.0,35,9,1,2015,1,0,0,1,1392
36802,5995.0,35,9,1,2015,1,0,0,1,176
36812,5997.0,35,9,0,2015,1,0,0,1,1392
36828,6003.0,35,9,0,2015,1,0,0,1,481
36841,6004.0,35,9,0,2015,1,0,0,1,624
36851,6004.0,35,9,1,2015,1,0,0,1,39
36861,6005.0,35,9,1,2015,1,0,0,1,147
36871,6005.0,35,9,0,2015,1,0,0,1,176
36881,6006.0,35,9,0,2015,1,0,0,1,267
36891,6006.0,35,9,1,2015,1,0,0,1,72
36901,6007.0,35,9,0,2015,1,0,0,1,1392
36911,6008.0,35,9,0,2015,1,0,0,1,176
36921,6009.0,35,9,0,2015,1,0,0,1,264
36931,6009.0,35,9,0,2015,1,0,0,1,258
36941,6019.0,35,9,0,2015,1,0,0,1,1392
36951,6020.0,35,9,0,2015,1,0,0,1,305
36961,6021.0,35,9,0,2015,1,0,0,1,624
36971,6021.0,35,9,1,2015,1,0,0,1,1392
36981,6021.0,35,9,0,2015,1,0,0,1,1392
36991,6022.0,35,9,1,2015,1,0,0,1,624
37001,6023.0,35,9,1,2015,1,0,0,1,624
37011,6026.0,35,9,1,2015,1,0,0,1,72
37021,6026.0,35,9,0,2015,1,0,0,1,624
37031,6026.0,35,9,0,2015,1,0,0,1,481
37041,6026.0,35,9,1,2015,1,0,0,1,481
37051,6026.0,35,9,1,2015,1,0,0,1,109
37061,6027.0,35,9,1,2015,1,0,0,1,39
37071,6029.0,35,9,0,2015,1,0,0,1,305
37086,6034.0,35,9,0,2015,1,0,0,1,1392
37100,6036.0,35,9,1,2015,1,0,0,1,267
37110,6038.0,35,9,1,2015,1,0,0,1,624
37120,6039.0,35,9,0,2015,1,0,0,1,624
37130,6039.0,35,9,1,2015,1,0,0,1,1392
37140,6044.0,35,9,0,2015,1,0,0,1,403
37158,6054.0,35,9,1,2015,1,0,0,1,1392
37168,6055.0,35,9,1,2015,1,0,0,1,624
37178,6057.0,35,9,1,2015,1,0,0,1,267
37188,6058.0,35,9,0,2015,1,0,0,1,267
37198,6061.0,35,9,0,2015,1,0,0,1,1392
37208,6061.0,35,9,0,2015,1,0,0,1,264
37218,6064.0,35,9,0,2015,1,0,0,1,90
37228,6068.0,35,9,0,2015,1,0,0,1,403
37238,6069.0,35,9,0,2015,1,0,0,1,1392
37256,6074.0,35,9,1,2015,1,0,0,1,1392
37266,6078.0,35,9,1,2015,1,0,0,1,1392
37276,6079.0,35,9,0,2015,1,0,0,1,267
37286,6080.0,35,9,1,2015,1,0,0,1,176
37304,6082.0,35,9,0,2015,1,0,0,1,147
37314,6082.0,35,9,0,2015,1,0,0,1,1392
37324,6084.0,35,9,1,2015,1,0,0,1,72
37334,6084.0,35,9,1,2015,1,0,0,1,1392
37344,6086.0,35,9,1,2015,1,0,0,1,264
37354,6086.0,35,9,1,2015,1,0,0,1,481
37364,6088.0,35,9,0,2015,1,0,0,1,624
37374,6089.0,35,9,1,2015,1,0,0,1,1392
37384,6089.0,35,9,0,2015,1,0,0,1,403
37394,6090.0,35,9,1,2015,1,0,0,1,305
37404,6091.0,35,9,0,2015,1,0,0,1,1392
37414,6095.0,35,9,1,2015,1,0,0,1,1392
37424,6095.0,35,9,0,2015,1,0,0,1,197
37434,6095.0,35,9,1,2015,1,0,0,1,258
37444,6097.0,35,9,0,2015,1,0,0,1,481
37454,6099.0,35,9,0,2015,1,0,0,1,121
37475,6103.0,35,9,1,2015,1,0,0,1,624
37485,6108.0,35,9,1,2015,1,0,0,1,481
37495,6109.0,35,9,1,2015,1,0,0,1,403
37509,6116.0,35,9,1,2015,1,0,0,1,197
37527,6116.0,35,9,0,2015,1,0,0,1,403
37545,6121.0,35,9,1,2015,1,0,0,1,403
37555,6122.0,35,9,0,2015,1,0,0,1,305
37571,6130.0,35,9,1,2015,1,0,0,1,264
37581,6132.0,35,9,0,2015,1,0,0,1,267
37600,6135.0,35,9,1,2015,1,0,0,1,65
37610,6136.0,35,9,0,2015,1,0,0,1,1392
37620,6141.0,35,9,0,2015,1,0,0,1,1392
37630,6141.0,35,9,1,2015,1,0,0,1,1392
37640,6141.0,35,9,0,2015,1,0,0,1,1392
37650,6142.0,35,9,1,2015,1,0,0,1,403
37660,6143.0,35,9,0,2015,1,0,0,1,176
37670,6143.0,35,9,0,2015,1,0,0,1,219
37680,6144.0,35,9,1,2015,1,0,0,1,160
37690,6145.0,35,9,0,2015,1,0,0,1,1392
37700,6145.0,35,9,1,2015,1,0,0,1,481
37710,6145.0,35,9,0,2015,1,0,0,1,101
37720,6145.0,35,9,1,2015,1,0,0,1,1392
37730,6146.0,35,9,1,2015,1,0,0,1,1392
37740,6146.0,35,9,0,2015,1,0,0,1,1392
37750,6147.0,35,9,0,2015,1,0,0,1,1392
37760,6148.0,35,9,0,2015,1,0,0,1,481
37770,6150.0,35,9,1,2015,1,0,0,1,1392
37780,6151.0,35,9,0,2015,1,0,0,1,624
37790,6152.0,35,9,1,2015,1,0,0,1,72
37800,6153.0,35,9,0,2015,1,0,0,1,147
37810,6154.0,35,9,1,2015,1,0,0,1,94
37820,6157.0,35,9,1,2015,1,0,0,1,1392
37832,6163.0,35,9,0,2015,1,0,0,1,1392
37842,6163.0,35,9,0,2015,1,0,0,1,197
37852,6164.0,35,9,0,2015,1,0,0,1,403
37862,6164.0,35,9,1,2015,1,0,0,1,1392
37872,6165.0,35,9,1,2015,1,0,0,1,72
37882,6166.0,35,9,0,2015,1,0,0,1,219
37892,6167.0,35,9,1,2015,1,0,0,1,1392
37902,6167.0,35,9,0,2015,1,0,0,1,624
37912,6167.0,35,9,0,2015,1,0,0,1,1392
37922,6170.0,35,9,1,2015,1,0,0,1,1392
37932,6171.0,34,9,1,2015,1,0,0,1,1392
37942,6172.0,34,9,1,2015,1,0,0,1,403
37953,6172.0,34,9,0,2015,1,0,0,1,1392
37963,6173.0,34,9,1,2015,1,0,0,1,219
37981,6176.0,34,9,1,2015,1,0,0,1,90
37991,6179.0,34,9,0,2015,1,0,0,1,403
38001,6180.0,34,9,0,2015,1,0,0,1,197
38011,6182.0,34,9,0,2015,1,0,0,1,481
38021,6186.0,34,9,0,2015,1,0,0,1,121
38031,6187.0,34,9,0,2015,1,0,0,1,1392
38041,6189.0,34,9,0,2015,1,0,0,1,1392
38051,6189.0,34,9,0,2015,1,0,0,1,65
38061,6192.0,34,9,1,2015,1,0,0,1,89
38071,6193.0,34,9,0,2015,1,0,0,1,89
38081,6194.0,34,9,1,2015,1,0,0,1,624
38091,6195.0,34,9,1,2015,1,0,0,1,160
38101,6197.0,34,9,0,2015,1,0,0,1,403
38111,6200.0,34,9,0,2015,1,0,0,1,1392
38121,6201.0,34,9,1,2015,1,0,0,1,624
38131,6205.0,34,9,0,2015,1,0,0,1,176
38141,6209.0,34,9,0,2015,1,0,0,1,89
38151,6209.0,34,9,1,2015,1,0,0,1,1392
38161,6209.0,34,9,1,2015,1,0,0,1,481
38171,6212.0,34,9,0,2015,1,0,0,1,267
38181,6212.0,34,9,1,2015,1,0,0,1,39
38191,6212.0,34,9,0,2015,1,0,0,1,624
38201,6213.0,34,9,0,2015,1,0,0,1,403
38211,6218.0,34,9,0,2015,1,0,0,1,481
38221,6219.0,34,9,1,2015,1,0,0,1,94
38231,6221.0,34,9,0,2015,1,0,0,1,258
38241,6221.0,34,9,1,2015,1,0,0,1,1392
38251,6221.0,34,9,0,2015,1,0,0,1,624
38261,6221.0,34,9,0,2015,1,0,0,1,219
38271,6223.0,34,9,1,2015,1,0,0,1,1392
38281,6225.0,34,9,1,2015,1,0,0,1,109
38292,6226.0,34,9,1,2015,1,0,0,1,305
38302,6228.0,34,9,1,2015,1,0,0,1,267
38312,6229.0,34,9,0,2015,1,0,0,1,403
38322,6229.0,34,9,1,2015,1,0,0,1,1392
38332,6230.0,34,9,0,2015,1,0,0,1,219
38344,6236.0,34,9,0,2015,1,0,0,1,624
38354,6237.0,34,9,1,2015,1,0,0,1,481
38364,6237.0,34,9,0,2015,1,0,0,1,1392
38374,6237.0,34,9,1,2015,1,0,0,1,18
38384,6237.0,34,9,0,2015,1,0,0,1,1392
38394,6237.0,34,9,0,2015,1,0,0,1,481
38404,6238.0,34,9,1,2015,1,0,0,1,403
38414,6238.0,34,9,1,2015,1,0,0,1,624
38432,6239.0,34,9,1,2015,1,0,0,1,1392
38442,6240.0,34,9,0,2015,1,0,0,1,624
38460,6241.0,34,9,1,2015,1,0,0,1,197
38470,6248.0,34,9,1,2015,1,0,0,1,219
38480,6250.0,34,9,0,2015,1,0,0,1,147
38490,6250.0,34,9,1,2015,1,0,0,1,1392
38500,6250.0,34,9,0,2015,1,0,0,1,101
38522,6261.0,34,9,0,2015,1,0,0,1,624
38532,6263.0,34,9,0,2015,1,0,0,1,81
38542,6263.0,34,9,1,2015,1,0,0,1,481
38552,6264.0,34,9,1,2015,1,0,0,1,1392
38562,6267.0,34,9,1,2015,1,0,0,1,403
38572,6268.0,34,9,0,2015,1,0,0,1,624
38582,6270.0,34,9,0,2015,1,0,0,1,1392
38592,6276.0,34,9,0,2015,1,0,0,1,1392
38602,6277.0,34,9,1,2015,1,0,0,1,481
38612,6277.0,34,9,0,2015,1,0,0,1,258
38622,6279.0,34,9,1,2015,1,0,0,1,1392
38632,6280.0,34,9,0,2015,1,0,0,1,403
38642,6283.0,34,9,0,2015,1,0,0,1,1392
38652,6286.0,34,9,0,2015,1,0,0,1,1392
38662,6286.0,34,9,1,2015,1,0,0,1,176
38672,6287.0,34,9,1,2015,1,0,0,1,219
38682,6289.0,34,9,0,2015,1,0,0,1,624
38692,6290.0,34,9,1,2015,1,0,0,1,1392
38702,6290.0,34,9,1,2015,1,0,0,1,1392
38712,6292.0,34,9,0,2015,1,0,0,1,481
38722,6293.0,34,9,1,2015,1,0,0,1,258
38732,6295.0,34,9,1,2015,1,0,0,1,1392
38742,6296.0,34,9,1,2015,1,0,0,1,89
38752,6297.0,34,9,1,2015,1,0,0,1,197
38762,6300.0,34,9,1,2015,1,0,0,1,403
38772,6307.0,34,9,1,2015,1,0,0,1,624
38782,6308.0,34,9,1,2015,1,0,0,1,65
38792,6310.0,34,9,0,2015,1,0,0,1,1392
38803,6310.0,34,9,0,2015,1,0,0,1,90
38813,6310.0,34,9,1,2015,1,0,0,1,267
38823,6315.0,34,9,1,2015,1,0,0,1,1392
38833,6317.0,34,9,0,2015,1,0,0,1,160
38849,6320.0,34,9,1,2015,1,0,0,1,65
38859,6320.0,34,9,0,2015,1,0,0,1,1392
38874,6326.0,34,9,0,2015,1,0,0,1,624
38889,6327.0,34,9,0,2015,1,0,0,1,258
38899,6327.0,34,9,0,2015,1,0,0,1,94
38909,6329.0,34,9,0,2015,1,0,0,1,1392
38919,6331.0,34,9,0,2015,1,0,0,1,65
38941,6339.0,34,8,0,2015,1,0,0,1,118
38954,6341.0,34,8,0,2015,1,0,0,1,624
38963,6345.0,34,8,0,2015,1,0,0,1,1392
38992,6355.0,34,8,0,2015,1,0,0,1,624
39001,6357.0,34,8,0,2015,1,0,0,1,1392
39010,6359.0,34,8,1,2015,1,0,0,1,264
39019,6360.0,34,8,1,2015,1,0,0,1,305
39028,6361.0,34,8,1,2015,1,0,0,1,101
39037,6363.0,34,8,0,2015,1,0,0,1,403
39046,6365.0,33,8,0,2015,1,0,0,1,219
39055,6370.0,33,8,1,2015,1,0,0,1,109
39064,6370.0,33,8,1,2015,1,0,0,1,624
39073,6371.0,33,8,0,2015,1,0,0,1,81
39082,6371.0,33,8,1,2015,1,0,0,1,305
39098,6374.0,33,8,1,2015,1,0,0,1,264
39107,6374.0,33,8,1,2015,1,0,0,1,264
39116,6377.0,33,8,1,2015,1,0,0,1,197
39125,6379.0,33,8,0,2015,1,0,0,1,160
39134,6380.0,33,8,0,2015,1,0,0,1,67
39143,6381.0,33,8,1,2015,1,0,0,1,219
39152,6382.0,33,8,0,2015,1,0,0,1,67
39161,6384.0,33,8,1,2015,1,0,0,1,147
39170,6385.0,33,8,0,2015,1,0,0,1,624
39179,6387.0,33,8,1,2015,1,0,0,1,267
39188,6387.0,33,8,0,2015,1,0,0,1,481
39201,6388.0,33,8,1,2015,1,0,0,1,101
39210,6389.0,33,8,1,2015,1,0,0,1,67
39219,6391.0,33,8,0,2015,1,0,0,1,264
39228,6397.0,33,8,1,2015,1,0,0,1,197
39237,6397.0,33,8,0,2015,1,0,0,1,258
39246,6400.0,33,8,0,2015,1,0,0,1,1392
39255,6401.0,33,8,0,2015,1,0,0,1,624
39264,6402.0,33,8,0,2015,1,0,0,1,305
39273,6407.0,33,8,0,2015,1,0,0,1,258
39289,6409.0,33,8,1,2015,1,0,0,1,1392
39298,6411.0,33,8,1,2015,1,0,0,1,1392
39307,6412.0,33,8,1,2015,1,0,0,1,403
39322,6414.0,33,8,0,2015,1,0,0,1,1392
39331,6414.0,33,8,0,2015,1,0,0,1,1392
39340,6417.0,33,8,0,2015,1,0,0,1,65
39364,6427.0,33,8,0,2015,1,0,0,1,481
39378,6428.0,33,8,0,2015,1,0,0,1,1392
39387,6428.0,33,8,0,2015,1,0,0,1,1392
39396,6432.0,33,8,0,2015,1,0,0,1,267
39420,6438.0,33,8,0,2015,1,0,0,1,109
39434,6439.0,33,8,0,2015,1,0,0,1,481
39443,6439.0,33,8,0,2015,1,0,0,1,305
39452,6440.0,33,8,0,2015,1,0,0,1,267
39466,6442.0,33,8,0,2015,1,0,0,1,1392
39492,6446.0,33,8,0,2015,1,0,0,1,258
39501,6446.0,33,8,0,2015,1,0,0,1,305
39510,6447.0,33,8,0,2015,1,0,0,1,258
39519,6449.0,33,8,0,2015,1,0,0,1,481
39563,6458.0,33,8,0,2015,1,0,0,1,160
39577,6464.0,33,8,0,2015,1,0,0,1,81
39586,6464.0,33,8,0,2015,1,0,0,1,1392
39595,6464.0,33,8,0,2015,1,0,0,1,403
39604,6464.0,33,8,0,2015,1,0,0,1,258
39613,6467.0,33,8,0,2015,1,0,0,1,1392
39622,6472.0,33,8,1,2015,1,0,0,1,624
39631,6472.0,33,8,0,2015,1,0,0,1,264
39640,6477.0,33,8,1,2015,1,0,0,1,1392
39649,6477.0,33,8,1,2015,1,0,0,1,624
39658,6477.0,33,8,1,2015,1,0,0,1,1392
39667,6479.0,33,8,1,2015,1,0,0,1,89
39676,6483.0,33,8,1,2015,1,0,0,1,624
39685,6483.0,33,8,1,2015,1,0,0,1,1392
39694,6484.0,33,8,0,2015,1,0,0,1,624
39703,6489.0,33,8,0,2015,1,0,0,1,109
39712,6490.0,33,8,1,2015,1,0,0,1,403
39721,6492.0,33,8,0,2015,1,0,0,1,481
39730,6493.0,33,8,0,2015,1,0,0,1,219
39739,6494.0,33,8,1,2015,1,0,0,1,176
39748,6495.0,33,8,1,2015,1,0,0,1,481
39757,6496.0,33,8,1,2015,1,0,0,1,1392
39766,6497.0,33,8,0,2015,1,0,0,1,624
39790,6499.0,33,8,1,2015,1,0,0,1,403
39799,6500.0,33,8,1,2015,1,0,0,1,624
39808,6501.0,33,8,0,2015,1,0,0,1,197
39817,6505.0,33,8,0,2015,1,0,0,1,118
39826,6506.0,33,8,0,2015,1,0,0,1,624
39838,6510.0,33,8,0,2015,1,0,0,1,1392
39847,6513.0,33,8,1,2015,1,0,0,1,197
39856,6518.0,33,8,1,2015,1,0,0,1,1392
39865,6520.0,33,8,1,2015,1,0,0,1,624
39874,6524.0,33,8,1,2015,1,0,0,1,403
39883,6524.0,33,8,1,2015,1,0,0,1,197
39892,6525.0,33,8,1,2015,1,0,0,1,305
39906,6530.0,33,8,1,2015,1,0,0,1,176
39915,6530.0,33,8,1,2015,1,0,0,1,118
39924,6532.0,33,8,1,2015,1,0,0,1,258
39933,6533.0,33,8,0,2015,1,0,0,1,264
39942,6533.0,33,8,1,2015,1,0,0,1,624
39951,6534.0,33,8,0,2015,1,0,0,1,624
39960,6534.0,33,8,1,2015,1,0,0,1,1392
39976,6540.0,33,8,1,2015,1,0,0,1,403
39985,6543.0,33,8,1,2015,1,0,0,1,121
39994,6545.0,33,8,1,2015,1,0,0,1,403
40003,6546.0,33,8,0,2015,1,0,0,1,90
40012,6548.0,33,8,0,2015,1,0,0,1,1392
40021,6550.0,33,8,1,2015,1,0,0,1,481
40030,6551.0,33,8,0,2015,1,0,0,1,1392
40039,6555.0,33,8,1,2015,1,0,0,1,481
40048,6556.0,33,8,0,2015,1,0,0,1,624
40066,6566.0,32,8,1,2015,1,0,0,1,147
40075,6567.0,32,8,1,2015,1,0,0,1,1392
40084,6567.0,32,8,0,2015,1,0,0,1,403
